first_name,last_name,birth_date,player_id,season,season_type,league,team,games,starts,minutes,points,plus_minus,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,blocked_shot_attempts,offensive_rebounds,defensive_rebounds,assists,screen_assists,turnovers,steals,deflections,loose_balls_recovered,blocked_shots,personal_fouls,personal_fouls_drawn,offensive_fouls,charges_drawn,technical_fouls,flagrant_fouls,ejections,points_off_turnovers,points_in_paint,second_chance_points,fast_break_points,possessions,estimated_possessions,calculated_possessions,plays_used,team_possessions,usage_percentage,true_shooting_percentage,three_point_attempt_rate,free_throw_rate,offensive_rebounding_percentage,defensive_rebounding_percentage,total_rebounding_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,internal_box_plus_minus
sundiata,ladurner,1992-03-13,854233,2021,Full Season,EuroLeague,Redhawks,25,21,644.66,279,NA,113,167,0,1,53,70,3,86,114,22,0,47,27,0,0,44,70,80,0,0,0,0,0,0,0,0,0,1123.8203,1123.8203,NA,NA,1778.1345,19.2074,0.7017,0.006,0.4167,18.1632,24.8936,20.8136,5.269,2.4794,7.7113,19.1212,7.5698
sundiata,ladurner,1992-03-13,854233,2021,Full Season,Spain - ACB,Redhawks,20,17,485.84,206,NA,84,118,1,2,35,53,1,63,101,22,0,32,21,0,0,44,54,53,0,0,0,0,0,0,0,0,0,888.2726,888.2726,NA,NA,1461.3459,17.3723,0.7187,0.0167,0.4417,18.1799,24.2854,21.4382,8.6049,2.0297,9.7302,18.2523,11.1202
lionel,kuric,1994-09-20,216293,2021,Full Season,Italy - Liga A,Horned Frogs,19,19,621,299,NA,61,125,47,110,36,44,13,5,59,84,0,58,18,0,0,1,33,71,0,0,0,0,0,0,0,0,0,1128.7337,1128.7337,NA,NA,1390.4691,24.3237,0.5877,0.4681,0.1872,2.1803,12.5831,6.6881,31.3676,1.7603,0.7055,18.5683,0.6366
ratton,zipser,1982-08-03,745993,2013,Full Season,Italy - Liga A,Horned Frogs,37,37,1121,687,NA,187,390,74,206,91,125,22,31,133,86,0,136,72,0,0,6,104,131,0,0,0,0,0,0,0,0,0,2036.0065,2036.0065,NA,NA,2688.0371,33.5216,0.5276,0.3456,0.2097,4.1326,16.9176,9.5086,15.0788,3.2258,0.5866,17.2808,0.2608
ratton,zipser,1982-08-03,745993,2014,Full Season,Italy - Liga A,Purple Eagles,26,25,807,382,NA,114,223,39,135,37,41,5,21,71,58,0,84,30,0,0,3,62,58,0,0,0,0,0,0,0,0,0,1503.5616,1503.5616,NA,NA,2161.2534,26.587,0.5079,0.3771,0.1145,2.3441,9.7375,6.7423,12.4771,2.4801,0.7705,18.2593,-1.4524
ratton,zipser,1982-08-03,745993,2015,Full Season,EuroCup,Horned Frogs,8,8,207.16,96,NA,16,41,17,40,13,18,0,2,13,17,0,11,8,0,0,0,17,16,0,0,0,0,0,0,0,0,0,361.5012,361.5012,NA,NA,698.0135,23.9728,0.5398,0.4938,0.2222,0.6579,10.2812,5.5763,16.0787,1.9607,0,11.0088,-3.2558
ratton,zipser,1982-08-03,745993,2015,Full Season,Italy - Liga A,Horned Frogs,10,10,240,119,NA,27,55,19,46,8,11,3,6,33,17,0,12,12,0,0,2,21,15,0,0,0,0,0,0,0,0,0,423.9056,423.9056,NA,NA,3523.7155,24.3298,0.5622,0.4554,0.1089,4.7336,14.6811,11.4553,15.6315,3.1531,1.3405,10.1833,4.3983
taurean,stoilov,1987-01-18,509706,2010,Full Season,NBA,Rockets,31,4,302.7,128,-119,40,97,5,22,33,46,20,21,25,16,0,19,10,0,0,3,15,0,0,0,0,0,0,0,0,0,0,633.5,593.0598,633.5,164,7799.7065,23.1218,0.4596,0.1849,0.3866,8.7083,11.7272,10.0204,8.6734000000000009,1.6557,0.7879,12.0071,-4.0251
taurean,stoilov,1987-01-18,509706,2011,Full Season,NBA,NA,34,8,482.2333,223,-95,80,151,14,45,21,28,22,26,36,32,0,46,14,0,0,5,39,0,0,0,0,0,0,0,0,0,0,1044.5,954.8779,1044.5,257,7864.6014,22.9011,0.535,0.23,0.1426,5.1908,7.8185,8.7711,12.1409,1.3717,0.9067,18.0903,-3.5127
taurean,stoilov,1987-01-18,509706,2013,Full Season,Spain - ACB,River Hawks,10,6,179.18,88,NA,33,66,4,18,10,16,6,13,18,6,0,20,3,0,0,0,16,18,0,0,0,0,0,0,0,0,0,318.7044,318.7044,NA,NA,2356.7622,30.0852,0.4833,0.2143,0.1905,10.0519,14.3973,11.0958,7.7767,1.3347,0,18.0115,-9.2011
roscoe,bartolome,1989-07-03,104391,2013,Full Season,NBA,Bobcats,77,29,1507.4167,472,-264,119,245,53,154,75,103,39,51,99,63,0,48,47,0,0,15,136,0,0,0,2,0,0,0,0,0,0,3072.5,2872.049,3072.5,498,7546.8092,14.8553,0.5311,0.386,0.2581,3.961,8.4946,6.7012,5.7827,1.5435,1.0652,9.7498,-3.616
roscoe,bartolome,1989-07-03,104391,2014,Full Season,NBA,Bobcats,26,8,629.2,208,-71,64,151,18,67,26,47,19,15,45,22,0,25,13,0,0,5,62,0,0,0,0,0,0,0,0,0,0,1302.5,1210.6995,1302.5,265,8029.6392,19.3828,0.4357,0.3073,0.21560000000000001,2.6421,8.1981,5.6937,4.4684,1.0257,0.8295,9.4812,-5.3914
roscoe,bartolome,1989-07-03,104391,2015,Full Season,NBA,Hornets,29,13,430.4167,127,-127,34,78,11,36,26,41,14,14,39,22,0,19,12,0,0,1,36,0,0,0,0,0,0,0,0,0,0,857,833.5512,857,154,7709.6629,16.0032,0.4809,0.3158,0.3596,5.0579,9.3887,7.4136,7.3879,1.541,0.0456,12.5794,-4.7588
roscoe,bartolome,1989-07-03,104391,2016,Full Season,EuroLeague,Redhawks,25,3,379.95,107,NA,33,60,10,31,11,18,10,15,38,13,0,14,6,0,0,3,55,18,0,0,0,0,0,0,0,0,0,684.6238,684.6238,NA,NA,1946.0506,14.1621,0.5408,0.3407,0.1978,5.805,12.2328,7.9344,3.7343,1.0489,0.4632,12.3982,-1.6815
roscoe,bartolome,1989-07-03,104391,2016,Full Season,Spain - ACB,Redhawks,40,18,656.16,248,NA,60,106,28,65,44,70,9,19,51,31,0,39,18,0,0,6,95,58,0,0,0,0,0,0,0,0,0,1221.3387,1221.3387,NA,NA,3443.5215,17.346800000000002,0.6145,0.3801,0.4094,3.7297,8.396,7.2631,4.7589,1.6329,0.6023,16.196,1.0878
roscoe,bartolome,1989-07-03,104391,2017,Full Season,EuroLeague,Redhawks,30,22,465.07,138,NA,30,49,20,51,18,27,3,25,29,16,0,13,13,0,0,3,65,23,0,0,0,0,0,0,0,0,0,832.1838,832.1838,NA,NA,2576.6831,12.9421,0.6167,0.51,0.27,8.3921,8.2926,6.7781,4.1338,1.72,0.3807,10.41,1.1298
roscoe,bartolome,1989-07-03,104391,2017,Full Season,Spain - ACB,Redhawks,36,10,547.1,183,NA,42,68,26,62,21,40,4,21,37,24,0,26,20,0,0,8,85,33,0,0,0,0,0,0,0,0,0,993.6261,993.6261,NA,NA,3069.3185,14.9549,0.6199,0.4769,0.3077,6.2802,7.9503,7.312,9.3273,2.2597,1.909,14.977,2.4568
roscoe,bartolome,1989-07-03,104391,2018,Full Season,EuroLeague,Redhawks,34,23,699.19,201,NA,42,89,25,71,42,60,13,28,38,40,0,24,17,0,0,4,70,50,0,0,0,0,0,0,0,0,0,1245.9632,1245.9632,NA,NA,2574.9787,14.6337,0.5392,0.4438,0.375,4.4275,5.7718,5.5611,10.7933,1.333,1.078,11.4068,-0.7892
roscoe,bartolome,1989-07-03,104391,2018,Full Season,Spain - ACB,Redhawks,36,20,574.23,215,NA,44,76,33,71,28,38,4,16,32,39,0,28,12,0,0,3,78,32,0,0,0,0,0,0,0,0,0,1065.8784,1065.8784,NA,NA,3198.7304,15.7239,0.6566,0.483,0.2585,5.093,6.5878,5.5301,9.8362,1.2054,0.8473,14.6046,1.8077
roscoe,bartolome,1989-07-03,104391,2019,Full Season,EuroLeague,Redhawks,33,21,599.05,185,NA,39,64,30,66,17,27,12,19,35,49,0,21,9,0,0,5,62,29,0,0,0,0,0,0,0,0,0,1077.5059,1077.5059,NA,NA,2446.2163,13.2034,0.652,0.5077,0.2077,4.6651,7.2596,4.7111,12.9447,1.2776,0.4618,12.8929,2.1354
roscoe,bartolome,1989-07-03,104391,2019,Full Season,Spain - ACB,Redhawks,35,21,603.3,250,NA,60,95,35,80,25,39,10,18,36,31,0,23,23,0,0,4,63,38,0,0,0,0,0,0,0,0,0,1086.0744,1086.0744,NA,NA,3105.3952,17.2599,0.6505,0.4571,0.2229,3.7515,8.7389,6.8705,9.878,1.808,1.1549,10.6897,3.8924
roscoe,bartolome,1989-07-03,104391,2020,Full Season,EuroLeague,Redhawks,24,14,447.09,114,NA,22,43,22,56,4,6,6,15,36,30,0,17,10,0,0,3,48,13,0,0,0,0,0,0,0,0,0,801.9869,801.9869,NA,NA,2152.5732,12.9454,0.5608,0.5657,0.0606,3.6311,12.1336,8.0386,10.0238,1.7635,0.9213,14.3291,1.3242
roscoe,bartolome,1989-07-03,104391,2020,Full Season,Spain - ACB,Redhawks,22,9,359.54,109,NA,16,27,23,51,8,13,0,6,26,20,0,16,7,0,0,1,43,18,0,0,0,0,0,0,0,0,0,664.803,664.803,NA,NA,2237.3577,13.1574,0.651,0.6538,0.1667,1.5053,7.2816,5.419,9.17,1.0981,0.1064,16.0449,1.849
roscoe,bartolome,1989-07-03,104391,2021,Full Season,EuroLeague,Redhawks,18,6,276.73,78,NA,18,27,10,29,12,13,1,8,13,10,0,14,8,0,0,0,36,13,0,0,0,0,0,0,0,0,0,482.4167,482.4167,NA,NA,1778.1345,13.7839,0.6319,0.5179,0.2321,3.3028,7.2727,6.3436,6.6319,1.4257,0,18.4892,-0.8222
roscoe,bartolome,1989-07-03,104391,2021,Full Season,Spain - ACB,Redhawks,14,4,219.42,76,NA,13,15,13,31,11,15,2,1,15,4,0,12,6,0,0,1,20,13,0,0,0,0,0,0,0,0,0,401.1707,401.1707,NA,NA,1461.3459,14.173400000000001,0.7224,0.6739,0.3261,1.5286,7.6493,5.8227,4.9255,1.8849,0.5681,18.5759,1.0383
rabaseda,bazemore,1986-01-02,135152,2013,Full Season,EuroCup,Flyers,6,5,130.32,46,NA,15,33,3,19,7,10,1,4,10,8,0,14,5,0,0,0,17,16,0,0,0,0,0,0,0,0,0,237.6997,237.6997,NA,NA,875.5055,26.2301,0.4078,0.3654,0.1923,4.5782,12.3088,6.9027,11.8885,2.1937,0,19.8864,-7.6912
jarvis,frisby,1990-03-08,416061,2013,Full Season,NBA,Nets,40,0,222.7167,85,-63,26,75,6,13,15,27,12,2,16,21,0,25,13,0,0,0,25,0,0,0,0,0,0,0,0,0,0,464,411.6312,464,126,7988.0485,25.8998,0.4255,0.1477,0.3068,2.634,7.816,5.113,17.5366,3.001,0,20.0192,-7.5665
jarvis,frisby,1990-03-08,416061,2014,Full Season,NBA,Nets,23,3,270.1833,89,-132,28,79,3,12,24,30,8,3,12,36,0,31,12,0,0,1,29,0,0,0,0,0,0,0,0,0,0,558,511.1296,558,137,8611.4198,23.6251,0.4271,0.1319,0.3297,2.7243,5.2352,3.3896,23.094,2.1589,0.5903,22.929,-8.6363
jarvis,frisby,1990-03-08,416061,2019,Full Season,EuroCup,Dukes,8,6,192.93,112,NA,39,66,2,5,28,38,5,4,9,28,0,20,10,0,0,1,13,29,0,0,0,0,0,0,0,0,0,353.9717,353.9717,NA,NA,752.2408,27.375,0.6384,0.0704,0.5352,3.586,6.9501,5.9024,29.3818,2.9441,1.1934,18.5667,-1.4901
jarvis,frisby,1990-03-08,416061,2019,Full Season,Italy - Liga A,Dukes,6,4,162,69,NA,24,44,1,4,18,24,2,4,9,23,0,16,7,0,0,1,15,15,0,0,0,0,0,0,0,0,0,302.3296,302.3296,NA,NA,2286.134,21.9714,0.5891,0.0833,0.5,4.3696,5.3131,6.2039,23.0146,2.4301,1.0105,21.4592,-3.6584
joel,bogut,1985-10-06,330781,2013,Full Season,NBA,Nets,54,0,500.7333,188,-22,34,77,37,108,9,11,10,33,62,23,0,20,13,0,0,8,53,0,0,0,0,0,0,0,0,0,0,1010.5,925.4693,1010.5,212,7988.0485,19.357,0.4952,0.5838,0.0595,6.7409,14.406,11.5098,9.5455,1.2442,1.0009,9.5311,0.6973
joel,bogut,1985-10-06,330781,2014,Full Season,NBA,Nets,84,7,1615.3833,721,-94,102,206,155,405,52,74,25,75,231,60,0,59,34,0,0,25,157,0,0,0,2,2,0,0,0,0,0,3260.5,3055.9631,3260.5,709,8611.4198,20.5335,0.5602,0.6628,0.1211,6.5557,18.6962,11.5799,7.6383,1.0663,1.0494,8.3979,0.0696
joel,bogut,1985-10-06,330781,2015,Full Season,NBA,Nets,43,4,908.6833,339,-20,60,127,62,197,33,46,10,27,171,46,0,54,15,0,0,16,75,0,0,0,0,0,0,0,0,0,0,1875,1757.0371,1875,403,8273.9074,20.0002,0.4924,0.608,0.142,3.2695,21.1248,11.2602,6.4865,1.0847,1.6878,13.5597,-1.9559
joel,bogut,1985-10-06,330781,2016,Full Season,NBA,Suns,79,1,1685.4833,965,-165,151,317,181,460,120,155,36,55,247,89,0,84,32,0,0,21,159,0,0,0,3,0,0,0,0,0,0,3707.5,3459.5814,3707.5,932,8089.199,23.4471,0.5709,0.592,0.1995,4.5834,17.3035,10.8699,11.6302,1.2167,1.4297,9.04,1.3349
joel,bogut,1985-10-06,330781,2017,Full Season,NBA,Bucks,73,2,1160.7667,454,47,52,115,105,309,35,45,9,11,154,48,24,38,13,31,27,13,112,0,0,2,1,0,0,0,0,0,0,2412,2278.8383,2412,484,8331.8984,18.9943,0.5115,0.7288,0.1061,2.18,16.7497,8.6033,6.906,0.593,1.2115,7.8871,-4.0094
joel,bogut,1985-10-06,330781,2018,Full Season,NBA,Bucks,10,0,159.15,71,-33,4,12,21,45,0,0,1,3,20,10,1,7,4,2,3,1,14,0,0,2,0,0,0,0,0,0,0,342.5,318.086,342.5,64,8608.2085,18.2609,0.6228,0.7895,0,1.4349,15.7648,7.9613,10.6219,1.3461,0.5976,10.9375,0.4256
joel,bogut,1985-10-06,330781,2012,Full Season,EuroLeague,Gators,10,10,343.79,217,NA,41,94,31,72,42,60,7,13,47,12,0,14,5,0,0,10,23,59,0,0,0,0,0,0,0,0,0,592.7179,592.7179,NA,NA,698.2448,29.9295,0.5639,0.4337,0.3614,4.8239,20.837,11.421,8.6047,0.6527,3.0426,6.7829,1.0255
joel,bogut,1985-10-06,330781,2012,Full Season,Spain - ACB,Gators,41,31,1261.88,647,NA,171,324,77,223,74,116,16,75,182,48,0,70,19,0,0,22,92,131,0,0,0,0,0,0,0,0,0,2121.0568,2121.0568,NA,NA,2781.8339,27.1909,0.5409,0.4077,0.2121,9.1152,18.8902,14.9857,7.5815,0.6979,1.685,10.4784,1.0338
antoine,layman,1986-05-14,434913,2010,Full Season,NBA,NA,33,4,349.4667,140,-9,31,64,14,40,36,51,2,6,27,23,0,29,14,0,0,6,43,0,0,0,0,0,0,0,0,0,0,746,673.9829,746,160,8195.3906,20.0949,0.5543,0.3877,0.5163,3.0726,9.8139,4.6082,9.6167,1.9198,1.7116,18.5518,-2.7908
antoine,layman,1986-05-14,434913,2011,Full Season,NBA,NA,24,0,230.1833,57,-35,10,31,10,37,7,17,5,1,22,32,0,23,11,0,0,6,24,0,0,0,0,0,0,0,0,0,0,448.5,431.1877,448.5,98,7472.5383,20.0438,0.373,0.5301,0.2484,0.5291,11.3822,5.2981,20.4283,2.6828,2.0577,20.6513,-6.0735
antoine,layman,1986-05-14,434913,2013,Full Season,NBA,Wizards,51,36,1155.5833,262,-29,79,178,26,80,26,37,12,29,94,115,0,61,50,0,0,17,94,0,0,0,0,0,0,0,0,0,0,2328,2218.9906,2328,341,7625.2499,13.2442,0.4776,0.3101,0.1434,4.314,8.8676,5.9695,18.0286,2.2382,1.0123,18.1937,-2.2385
antoine,layman,1986-05-14,434913,2014,Full Season,NBA,Wizards,85,0,646.7,143,-105,46,113,7,30,30,43,7,21,47,72,0,43,35,0,0,11,77,0,0,0,0,0,0,0,0,0,0,1370.5,1247.2106,1370.5,207,8763.4528,14.3891,0.4416,0.2098,0.3007,4.9716,7.6444,5.5845,18.4874,3.1011,1.3114,20.9838,-2.9729
antoine,layman,1986-05-14,434913,2015,Full Season,NBA,Wizards,56,18,761.5833,211,-58,36,85,33,91,40,56,10,25,68,57,0,37,44,0,0,9,80,0,0,0,0,0,0,5,0,5,0,1603,1487.9648,1603,239,8745.1106,14.1208,0.5258,0.517,0.3182,3.7391,8.8744,6.6565,10.9279,3.2068,0.8675,15.5698,0.2252
antoine,layman,1986-05-14,434913,2016,Full Season,NBA,Wizards,80,43,1951.2333,582,-33,112,247,89,258,91,125,35,36,176,140,0,64,69,0,0,18,195,0,0,0,0,0,0,0,0,0,0,4226,4002.4264,4226,624,8104.4057,13.9885,0.5196,0.5109,0.2475,1.5242,9.8426,6.3612,12.5483,1.5655,0.6291,10.2564,-2.0757
antoine,layman,1986-05-14,434913,2017,Full Season,NBA,Kings,65,20,1728.4,506,-186,101,212,82,220,58,74,19,32,152,168,18,78,84,170,48,28,141,0,0,3,0,0,0,0,0,0,0,3637.5,3415.9193,3637.5,541,7857.9583,14.2206,0.5446,0.5093,0.1713,2.2688,10.4361,7.0532,17.1159,2.4953,1.5516,14.3763,-0.7319
antoine,layman,1986-05-14,434913,2018,Full Season,NBA,Kings,65,35,1614.9,547,-263,110,249,89,227,60,78,15,22,130,124,10,79,58,121,58,26,135,0,0,1,0,0,0,0,0,0,0,3379,3193.0139,3379,590,7811.9995,16.4007,0.5359,0.4769,0.1639,0.4589,9.0192,6.2258,13.4887,1.6216,1.5215,13.4053,-2.4889
antoine,layman,1986-05-14,434913,2019,Full Season,NBA,NA,81,55,2103.3167,600,-89,120,233,91,271,87,117,23,29,194,108,8,72,80,153,70,31,212,0,0,2,2,0,0,0,0,0,0,4546,4294.2118,4546,634,8278.1821,13.1422,0.5388,0.5368,0.2384,2.1932,11.0845,5.7275,6.7165,1.8468,1.7258,11.4853,-2.8321
antoine,layman,1986-05-14,434913,2020,Full Season,NBA,Nets,66,39,1866.7833,689,-77,103,214,136,422,75,93,27,29,200,164,16,68,52,111,56,30,120,0,0,3,1,0,0,0,0,0,0,4146.5,3949.2528,4146.5,752,7802.1075,16.6756,0.5089,0.6635,0.1462,1.2949,10.8142,6.8405,12.2173,1.2553,1.2815,9.1285,-1.3937
antoine,layman,1986-05-14,434913,2021,Full Season,NBA,Bulls,32,11,899.6,282,99,60,112,45,128,27,34,6,18,84,64,14,31,29,78,27,18,76,0,0,3,0,0,0,0,0,0,0,2032.5,1900.0957,2032.5,291,3377.3377,13.6066,0.553,0.5333,0.1417,1.9174,11.78,6.6269,11.2345,1.3507,1.7485,10.8407,-1.9982
antoine,layman,1986-05-14,434913,2012,Full Season,Italy - Liga A,Golden Gophers,28,26,764,265,NA,47,118,44,138,39,47,5,11,66,39,0,44,42,0,0,7,88,68,0,0,0,0,0,0,0,0,0,1338.9508,1338.9508,NA,NA,2287.0823,20.4782,0.4789,0.5391,0.1836,1.5291,13.0931,7.1801,8.0243,3.531,1.5982,13.7208,-0.9236
woods,harrow,1987-04-28,861832,2018,Full Season,NBA,Clippers,45,36,1133.9333,429,87,63,128,88,232,39,46,9,16,110,209,16,97,23,57,39,5,103,0,0,8,1,0,0,0,0,0,0,2491,2331.9272,2491,478,8104.6433,18.1675,0.5641,0.6444,0.1278,2.0831,12.1749,7.5324,26.0023,1.0953,0.5395,20.3252,0.2419
woods,harrow,1987-04-28,861832,2019,Full Season,NBA,Clippers,15,0,150,48,26,7,13,10,27,4,7,2,3,13,32,2,21,3,6,4,1,27,0,0,0,0,0,0,0,0,0,0,341.5,318.0757,341.5,65,9020.6265,17.9901,0.5571,0.675,0.175,3.1124,7.7292,6.6721,28.5568,0.8336,0.7487,32.7715,-5.2337
woods,harrow,1987-04-28,861832,2012,Full Season,EuroLeague,Pilots,22,20,582.79,228,NA,34,61,39,108,43,52,1,8,51,110,0,56,13,0,0,0,52,53,0,0,0,0,0,0,0,0,0,1028.4552,1028.4552,NA,NA,1561.7681,21.0592,0.5941,0.6391,0.3077,2.3575,10.4348,6.8995,30.4818,1.752,0,22.5916,2.5529
woods,harrow,1987-04-28,861832,2013,Full Season,EuroLeague,Pilots,30,29,891.34,380,NA,66,116,61,162,65,79,10,9,74,146,0,88,29,0,0,3,77,95,0,0,0,0,0,0,0,0,0,1530.2353,1530.2353,NA,NA,2077.2909,23.2488,0.6075,0.5827,0.2842,0.6686,10.3098,5.2324,31.4714,2.4187,0.5031,21.9583,4.1703
woods,harrow,1987-04-28,861832,2014,Full Season,EuroLeague,Pilots,23,16,573.71,246,NA,39,78,43,123,39,42,4,2,56,91,0,52,12,0,0,0,53,59,0,0,0,0,0,0,0,0,0,957.1885,957.1885,NA,NA,2102.2142,25.1538,0.5604,0.6119,0.209,0.2328,14.1486,6.7269,30.0112,1.5257,0,19.1543,1.1493
woods,harrow,1987-04-28,861832,2015,Full Season,EuroLeague,Pilots,24,8,676.45,354,NA,43,89,70,173,58,67,7,6,62,168,0,88,19,0,0,0,66,91,0,0,0,0,0,0,0,0,0,1218.0938,1218.0938,NA,NA,2187.887,27.0818,0.6072,0.6603,0.2557,0.2559,10.195,5.9446,40.547,1.5766,0,23.1896,4.9191
woods,harrow,1987-04-28,861832,2016,Full Season,EuroLeague,Pilots,29,0,776.78,467,NA,61,115,77,180,114,129,13,8,69,165,0,87,27,0,0,0,65,118,0,0,0,0,0,0,0,0,0,1416.6812,1416.6812,NA,NA,2133.8381,27.3621,0.6638,0.6102,0.4373,2.2281,10.288,7.4722,35.8108,1.8115,0,19.8286,6.8102
woods,harrow,1987-04-28,861832,2017,Full Season,EuroLeague,Pilots,29,6,801.19,467,NA,66,120,77,202,104,116,12,5,56,196,0,88,16,0,0,1,53,99,0,0,0,0,0,0,0,0,0,1474.9732,1474.9732,NA,NA,2595.4698,27.5623,0.6259,0.6273,0.3602,0.9678,8.4485,5.3694,42.1051,1.1192,0.7624,19.0873,4.9574
woods,harrow,1987-04-28,861832,2020,Full Season,EuroCup,Orange,15,5,394.05,267,NA,36,59,43,106,66,75,6,2,39,83,0,50,7,0,0,4,29,60,0,0,0,0,0,0,0,0,0,744.9599,744.9599,NA,NA,1361.1677,28.574,0.6742,0.6424,0.4545,0.0195,10.5974,5.8217,39.5336,0.6942,0.825,20.1613,5.3841
woods,harrow,1987-04-28,861832,2020,Full Season,Italy - Liga A,Orange,18,5,446,271,NA,41,76,41,121,66,77,5,4,31,109,0,48,17,0,0,2,26,72,0,0,0,0,0,0,0,0,0,843.5939,843.5939,NA,NA,1673.9476,29.3815,0.5869,0.6142,0.3909,1.6982,9.6518,5.7127,41.3389,2.3985,0.9056,17.2117,3.8761
woods,harrow,1987-04-28,861832,2021,Full Season,EuroCup,Orange,12,3,314.07,185,NA,33,51,26,72,41,46,4,3,32,78,0,37,9,0,0,0,17,48,0,0,0,0,0,0,0,0,0,593.3237,593.3237,NA,NA,1057.9286,27.115,0.6458,0.5854,0.374,1.1781,11.4736,7.7946,43.1973,1.8801,0,20.5282,6.8344
woods,harrow,1987-04-28,861832,2021,Full Season,Italy - Liga A,Orange,18,4,452,245,NA,47,84,38,112,37,46,6,8,35,134,0,49,16,0,0,3,33,58,0,0,0,0,0,0,0,0,0,850.4729,850.4729,NA,NA,1354.7356,27.0948,0.5665,0.5714,0.2347,1.5956,10.0553,7.2551,51.9045,2.1822,0.4306,18.4738,5.5213
devonte',payton,1996-09-07,763618,2021,Full Season,EuroLeague,Delta Devils,9,3,169.75,50,NA,20,31,0,0,10,17,2,14,26,4,0,9,4,0,0,10,24,13,0,0,0,0,0,0,0,0,0,284.4132,284.4132,NA,NA,1692.2407,14.4924,0.6497,0,0.5484,11.6473,25.3929,18.3364,7.0995,1.6151,7.7956,18.9553,1.0795
garbajosa,macijauskas,1994-10-17,270913,2021,Full Season,EuroCup,Orange,12,5,157.99,92,NA,38,53,1,6,13,25,2,13,21,13,0,14,12,0,0,8,30,27,0,0,0,0,0,0,0,0,0,298.466,298.466,NA,NA,1057.9286,25.1209,0.6571,0.1017,0.4237,12.526,15.5703,14.02,16.092,4.328,5.8835,16.6667,9.2446
garbajosa,macijauskas,1994-10-17,270913,2021,Full Season,Italy - Liga A,Orange,16,6,122,67,NA,27,50,0,0,13,23,4,10,13,6,0,6,3,0,0,3,22,22,0,0,0,0,0,0,0,0,0,229.5524,229.5524,NA,NA,1354.7356,25.0241,0.5572,0,0.46,10.8251,14.6394,12.0046,6.9435,1.1466,2.7748,9.0744,-1.3386
horton,joseph,1992-02-25,596803,2018,Full Season,NBA,Celtics,63,3,935.4167,331,-1,108,175,18,58,61,81,15,90,184,56,111,56,30,56,37,48,157,0,0,0,0,0,0,0,0,0,0,1983.5,1860.8877,1983.5,334,9714.0825,15.5898,0.6161,0.2489,0.3476,10.134,20.7555,17.3164,9.8485,1.8641,4.2888,17.2499,0.3873
horton,joseph,1992-02-25,596803,2019,Full Season,NBA,Celtics,73,2,949.4667,386,129,125,211,26,69,58,78,18,91,144,68,128,34,22,40,27,43,165,0,0,3,1,0,0,0,0,0,0,2097.5,1971.7164,2097.5,348,9112.3702,15.8379,0.614,0.2464,0.2786,10.8227,16.1128,14.7118,12.4961,1.0177,3.7191,9.7611,-0.1054
horton,joseph,1992-02-25,596803,2020,Full Season,NBA,Celtics,82,81,2047.8667,753,237,266,421,36,122,113,147,39,172,375,136,346,69,43,135,47,105,285,0,0,8,2,1,0,0,0,0,0,3800.5,4217.9334,3800.5,625,8891.6036,14.209,0.6196,0.2247,0.2707,10.6435,19.8385,15.7956,7.9823,1.3058,4.9653,10.1968,1.9736
horton,joseph,1992-02-25,596803,2021,Full Season,NBA,Celtics,33,28,819.2667,310,75,95,145,27,72,39,59,9,43,126,46,97,35,21,46,9,38,97,0,0,4,1,0,0,0,0,0,0,1780.5,1672.2496,1780.5,282,3439.3449,14.5608,0.638,0.3318,0.2719,6.0195,17.1262,11.0863,6.8212,1.3972,4.0524,12.5917,0.418
horton,joseph,1992-02-25,596803,2013,Full Season,EuroCup,RedHawks,14,7,232.11,75,NA,25,46,1,8,22,29,2,18,35,14,0,13,3,0,0,13,36,27,0,0,0,0,0,0,0,0,0,412.9826,412.9826,NA,NA,996.375,16.8203,0.5617,0.1481,0.537,10.8948,17.31,15.0581,11.2303,0.966,5.4431,16.2989,3.2782
horton,joseph,1992-02-25,596803,2014,Full Season,EuroCup,RedHawks,17,11,325.85,124,NA,40,76,8,21,20,29,4,23,57,13,0,18,13,0,0,15,50,30,0,0,0,0,0,0,0,0,0,578.091,578.091,NA,NA,1277.3601,19.0414,0.5649,0.2165,0.299,9.5085,24.4397,15.5441,8.6012,2.0828,5.2815,14.0889,3.3657
horton,joseph,1992-02-25,596803,2015,Full Season,EuroCup,Boilermakers,18,1,385.1,156,NA,44,92,13,36,29,38,6,23,72,19,0,28,14,0,0,16,62,35,0,0,0,0,0,0,0,0,0,667.7516,667.7516,NA,NA,1257.1104,22.9674,0.539,0.2812,0.2969,9.46,22.8245,16.9279,11.078,2.0787,4.8843,16.2112,1.4525
horton,joseph,1992-02-25,596803,2016,Full Season,EuroLeague,Boilermakers,24,1,469.56,220,NA,68,117,14,36,42,55,9,32,73,13,0,25,11,0,0,14,80,60,0,0,0,0,0,0,0,0,0,809.1172,809.1172,NA,NA,1654.1963,22.3651,0.6208,0.2353,0.3595,8.68,19.5992,15.1425,7.5346,1.1846,2.9767,12.364,1.3338
